file,line,column,kind,raw_string,suggested_key,context
app/applications/erp/finance/mock/finance-comptabilite-mock.service.ts,546,7,error,Seule une facture BROUILLON peut être validée.,finance.mock.error.seule-une-facture-brouillon,throw new Error(…)
app/applications/erp/finance/mock/finance-tresorerie-mock.service.ts,397,18,error,Règlement ${id} introuvable,finance.mock.error.reglement-id-introuvable,throw new Error(…)
app/applications/erp/finance/mock/finance-tresorerie-mock.service.ts,411,18,error,Règlement ${id} introuvable,finance.mock.error.reglement-id-introuvable,throw new Error(…)
app/applications/erp/inventory/components/inventaire-lines-editor/inventaire-lines-editor.component.ts,59,18,inline_template_text,Désignation,inventory.components.text.designation,>…<
app/applications/erp/inventory/components/inventaire-lines-editor/inventaire-lines-editor.component.ts,60,35,inline_template_text,Qté théorique,inventory.components.text.qte-theorique,>…<
app/applications/erp/inventory/components/inventaire-lines-editor/inventaire-lines-editor.component.ts,61,35,inline_template_text,Qté comptée,inventory.components.text.qte-comptee,>…<
app/applications/erp/inventory/components/inventaire-lines-editor/inventaire-lines-editor.component.ts,62,35,inline_template_text,Écart,inventory.components.text.ecart,>…<
app/applications/erp/inventory/components/inventaire-lines-editor/inventaire-lines-editor.component.ts,63,18,inline_template_text,Unité,inventory.components.text.unite,>…<
app/applications/erp/inventory/components/inventaire-lines-editor/inventaire-lines-editor.component.ts,125,21,inline_template_attr,Supprimer la ligne,inventory.components.label.supprimer-la-ligne,aria-label=…
app/applications/erp/inventory/components/inventaire-lines-editor/inventaire-lines-editor.component.ts,135,58,inline_template_text,Écart total,inventory.components.text.ecart-total,>…<
app/applications/erp/inventory/components/perte-lines-editor/perte-lines-editor.component.ts,58,18,inline_template_text,Désignation,inventory.components.text.designation,>…<
app/applications/erp/inventory/components/perte-lines-editor/perte-lines-editor.component.ts,60,18,inline_template_text,Unité,inventory.components.text.unite,>…<
app/applications/erp/inventory/components/perte-lines-editor/perte-lines-editor.component.ts,62,20,inline_template_text,Cause détaillée,inventory.components.text.cause-detaillee,>…<
app/applications/erp/inventory/components/perte-lines-editor/perte-lines-editor.component.ts,124,21,inline_template_attr,Supprimer la ligne,inventory.components.label.supprimer-la-ligne,aria-label=…
app/applications/erp/inventory/components/reception-lines-editor/reception-lines-editor.component.ts,45,18,inline_template_text,Désignation,inventory.components.text.designation,>…<
app/applications/erp/inventory/components/reception-lines-editor/reception-lines-editor.component.ts,46,35,inline_template_text,Qté reçue,inventory.components.text.qte-recue,>…<
app/applications/erp/inventory/components/reception-lines-editor/reception-lines-editor.component.ts,48,35,inline_template_text,Total,inventory.components.text.total,>…<
app/applications/erp/inventory/components/reception-lines-editor/reception-lines-editor.component.ts,49,18,inline_template_text,Unité,inventory.components.text.unite,>…<
app/applications/erp/inventory/components/reception-lines-editor/reception-lines-editor.component.ts,57,51,inline_template_text,"Aucune ligne — cliquez sur ""Ligne"" pour ajouter un article",inventory.components.text.aucune-ligne-cliquez-sur,>…<
app/applications/erp/inventory/components/reception-lines-editor/reception-lines-editor.component.ts,123,21,inline_template_attr,Supprimer la ligne,inventory.components.label.supprimer-la-ligne,aria-label=…
app/applications/erp/inventory/components/reception-lines-editor/reception-lines-editor.component.ts,133,58,inline_template_text,Total réception,inventory.components.text.total-reception,>…<
app/applications/erp/inventory/components/retour-lines-editor/retour-lines-editor.component.ts,57,18,inline_template_text,Désignation,inventory.components.text.designation,>…<
app/applications/erp/inventory/components/retour-lines-editor/retour-lines-editor.component.ts,58,35,inline_template_text,Qté retournée,inventory.components.text.qte-retournee,>…<
app/applications/erp/inventory/components/retour-lines-editor/retour-lines-editor.component.ts,59,18,inline_template_text,Unité,inventory.components.text.unite,>…<
app/applications/erp/inventory/components/retour-lines-editor/retour-lines-editor.component.ts,60,18,inline_template_text,État article,inventory.components.text.etat-article,>…<
app/applications/erp/inventory/components/retour-lines-editor/retour-lines-editor.component.ts,99,31,inline_template_text,État,inventory.components.text.etat,>…<
app/applications/erp/inventory/components/retour-lines-editor/retour-lines-editor.component.ts,127,21,inline_template_attr,Supprimer la ligne,inventory.components.label.supprimer-la-ligne,aria-label=…
app/applications/erp/inventory/components/transfert-lines-editor/transfert-lines-editor.component.ts,47,18,inline_template_text,Désignation,inventory.components.text.designation,>…<
app/applications/erp/inventory/components/transfert-lines-editor/transfert-lines-editor.component.ts,50,18,inline_template_text,Unité,inventory.components.text.unite,>…<
app/applications/erp/inventory/components/transfert-lines-editor/transfert-lines-editor.component.ts,109,21,inline_template_attr,Supprimer la ligne,inventory.components.label.supprimer-la-ligne,aria-label=…
app/applications/erp/pages/achats/commandes/services/bc-api.service.ts,71,13,error,Bon de commande ${id} introuvable,achats.commandes.error.bon-de-commande-id,throw new Error(…)
app/applications/erp/pages/administration/moa/models/index.ts,54,1,type_label,État,administration.moa.label.etat,MOA_TYPE_LABELS.ETAT
app/applications/erp/pages/administration/moa/models/index.ts,55,15,type_label,Établissement public,administration.moa.label.etablissement-public,MOA_TYPE_LABELS.EP
app/applications/erp/pages/administration/moa/models/index.ts,56,29,type_label,Collectivité territoriale,administration.moa.label.collectivite-territoriale,MOA_TYPE_LABELS.COLLECTIVITE
app/applications/erp/pages/administration/moa/models/index.ts,57,44,type_label,Privé,administration.moa.label.prive,MOA_TYPE_LABELS.PRIVE
app/applications/erp/pages/administration/societe/models/index.ts,79,1,type_label,Siège,administration.societe.label.siege,ETABLISSEMENT_TYPE_LABELS.SIEGE
app/applications/erp/pages/administration/societe/models/index.ts,88,15,status_label,SARL à Associé Unique,administration.societe.status.sarl-associe-unique,FORME_JURIDIQUE_LABELS.SARLAU
app/applications/erp/pages/analytics/tableau-achats/tableau-achats.page.html,7,21,template_attr,DA en attente,analytics.tableau-achats.label.da-en-attente,label=…
app/applications/erp/pages/analytics/tableau-achats/tableau-achats.page.html,8,21,template_attr,Commandes en cours,analytics.tableau-achats.label.commandes-en-cours,label=…
app/applications/erp/pages/analytics/tableau-achats/tableau-achats.page.html,9,21,template_attr,Montant engagé TTC (MAD),analytics.tableau-achats.label.montant-engage-ttc-mad,label=…
app/applications/erp/pages/analytics/tableau-achats/tableau-achats.page.html,11,21,template_attr,AO en cours,analytics.tableau-achats.label.ao-en-cours,label=…
app/applications/erp/pages/analytics/tableau-chantiers/tableau-chantiers.page.html,6,21,template_attr,Total chantiers,analytics.tableau-chantiers.label.total-chantiers,label=…
app/applications/erp/pages/analytics/tableau-chantiers/tableau-chantiers.page.html,7,21,template_attr,En cours,analytics.tableau-chantiers.label.en-cours,label=…
app/applications/erp/pages/analytics/tableau-chantiers/tableau-chantiers.page.html,8,21,template_attr,Terminés,analytics.tableau-chantiers.label.termines,label=…
app/applications/erp/pages/analytics/tableau-chantiers/tableau-chantiers.page.html,9,21,template_attr,Situations émises,analytics.tableau-chantiers.label.situations-emises,label=…
app/applications/erp/pages/analytics/tableau-chantiers/tableau-chantiers.page.html,11,21,template_attr,Budget total HT (MAD),analytics.tableau-chantiers.label.budget-total-ht-mad,label=…
app/applications/erp/pages/analytics/tableau-financier/tableau-financier.page.html,6,21,template_attr,CA facturé HT (MAD),analytics.tableau-financier.label.ca-facture-ht-mad,label=…
app/applications/erp/pages/analytics/tableau-financier/tableau-financier.page.html,7,21,template_attr,CA encaissé TTC (MAD),analytics.tableau-financier.label.ca-encaisse-ttc-mad,label=…
app/applications/erp/pages/analytics/tableau-financier/tableau-financier.page.html,8,21,template_attr,Reste à encaisser (MAD),analytics.tableau-financier.label.reste-encaisser-mad,label=…
app/applications/erp/pages/analytics/tableau-financier/tableau-financier.page.html,9,21,template_attr,Factures émises,analytics.tableau-financier.label.factures-emises,label=…
app/applications/erp/pages/analytics/tableau-financier/tableau-financier.page.html,10,21,template_attr,Factures en retard,analytics.tableau-financier.label.factures-en-retard,label=…
app/applications/erp/pages/analytics/tableau-hse/tableau-hse.page.html,8,21,template_attr,Jours d'arrêt YTD,analytics.tableau-hse.label.jours-arret-ytd,label=…
app/applications/erp/pages/analytics/tableau-hse/tableau-hse.page.html,9,21,template_attr,Non-conformités ouvertes,analytics.tableau-hse.label.non-conformites-ouvertes,label=…
app/applications/erp/pages/analytics/tableau-hse/tableau-hse.page.html,10,21,template_attr,Inspections planifiées/en cours,analytics.tableau-hse.label.inspections-planifiees-en-cours,label=…
app/applications/erp/pages/analytics/tableau-hse/tableau-hse.page.html,11,21,template_attr,Formations terminées,analytics.tableau-hse.label.formations-terminees,label=…
app/applications/erp/pages/analytics/tableau-rh/tableau-rh.page.html,6,21,template_attr,Employés actifs,analytics.tableau-rh.label.employes-actifs,label=…
app/applications/erp/pages/analytics/tableau-rh/tableau-rh.page.html,8,21,template_attr,Congés en attente,analytics.tableau-rh.label.conges-en-attente,label=…
app/applications/erp/pages/analytics/tableau-rh/tableau-rh.page.html,9,21,template_attr,Fiches paie à valider,analytics.tableau-rh.label.fiches-paie-valider,label=…
app/applications/erp/pages/analytics/tableau-rh/tableau-rh.page.html,11,21,template_attr,Taux congé en cours,analytics.tableau-rh.label.taux-conge-en-cours,label=…
app/applications/erp/pages/approbations/models/index.ts,75,37,type_label,Bon de commande,approbations.models.label.bon-de-commande,ENTITY_TYPE_LABELS.BC
app/applications/erp/pages/approbations/models/index.ts,77,28,type_label,Situation de travaux,approbations.models.label.situation-de-travaux,ENTITY_TYPE_LABELS.SIT
app/applications/erp/pages/approbations/models/index.ts,78,30,type_label,Demande de congé,approbations.models.label.demande-de-conge,ENTITY_TYPE_LABELS.CONGE
app/applications/erp/pages/approbations/models/index.ts,79,28,type_label,Fiche de paie (validation),approbations.models.label.fiche-de-paie-validation,ENTITY_TYPE_LABELS.PAIE
app/applications/erp/pages/approbations/models/index.ts,81,26,type_label,Avenant marché,approbations.models.label.avenant-marche,ENTITY_TYPE_LABELS.AVN
app/applications/erp/pages/approbations/models/index.ts,82,24,type_label,Ordre de service,approbations.models.label.ordre-de-service,ENTITY_TYPE_LABELS.OS
app/applications/erp/pages/approbations/models/index.ts,84,35,type_label,Note de frais,approbations.models.label.note-de-frais,ENTITY_TYPE_LABELS.NOTE_FRAIS
app/applications/erp/pages/approbations/models/index.ts,85,30,type_label,Contrat sous-traitance,approbations.models.label.contrat-sous-traitance,ENTITY_TYPE_LABELS.CONTRAT_ST
app/applications/erp/pages/chantiers/avancements/avancement-saisie/avancement-saisie.page.html,3,69,template_text,← Retour,chantiers.avancements.text.retour,>…<
app/applications/erp/pages/chantiers/avancements/avancement-saisie/avancement-saisie.page.html,25,16,template_text,Date *,chantiers.avancements.text.date,>…<
app/applications/erp/pages/chantiers/avancements/avancement-saisie/avancement-saisie.page.html,35,14,template_text,Lots a saisir,chantiers.avancements.text.lots-saisir,>…<
app/applications/erp/pages/chantiers/avancements/avancement-saisie/avancement-saisie.page.html,50,18,template_text,Ajouter un lot,chantiers.avancements.text.ajouter-un-lot,>…<
app/applications/erp/pages/chantiers/avancements/avancement-saisie/avancement-saisie.page.html,52,39,template_text,Choisir un lot supplementaire,chantiers.avancements.text.choisir-un-lot-supplementaire,>…<
app/applications/erp/pages/chantiers/avancements/avancement-saisie/avancement-saisie.page.html,84,14,template_text,Validation soft en cas de cumul superieur au total,chantiers.avancements.text.validation-soft-en-cas,>…<
app/applications/erp/pages/chantiers/avancements/avancement-saisie/avancement-saisie.page.ts,40,6,alert,${count} lot(s) enregistres en brouillon.,chantiers.avancements.confirm.count-lot-enregistres-en,alert(…)
app/applications/erp/pages/chantiers/avancements/avancement-saisie/components/photo-uploader/photo-uploader.component.html,9,10,template_text,📷 Ajouter photo,chantiers.avancements.text.ajouter-photo,>…<
app/applications/erp/pages/chantiers/avancements/services/avancement-mock.service.ts,185,7,error,Utilisateur de saisie introuvable,chantiers.avancements.error.utilisateur-de-saisie-introuvable,throw new Error(…)
app/applications/erp/pages/chantiers/avancements/services/avancement-mock.service.ts,249,7,error,Avancement à modifier introuvable,chantiers.avancements.error.avancement-modifier-introuvable,throw new Error(…)
app/applications/erp/pages/chantiers/avancements/services/avancement.facade.ts,161,9,error,Saisie à modifier introuvable.,chantiers.avancements.error.saisie-modifier-introuvable,throw new Error(…)
app/applications/erp/pages/chantiers/avancements/services/avancement.facade.ts,272,7,error,Choisissez un chantier avant de poursuivre.,chantiers.avancements.error.choisissez-un-chantier-avant,throw new Error(…)
app/applications/erp/pages/chantiers/avancements/services/avancement.facade.ts,285,7,error,Saisissez au moins une quantite periode positive.,chantiers.avancements.error.saisissez-au-moins-une,throw new Error(…)
app/applications/erp/pages/chantiers/avancements/services/avancement.facade.ts,294,9,error,La modification V1 ne supporte qu\'une seule ligne a la fois.,chantiers.avancements.error.la-modification-v1-ne,throw new Error(…)
app/applications/erp/pages/chantiers/budget/budget-chantier-detail/components/revisions-history/revisions-history.component.ts,27,23,inline_template_text,Pièce :,chantiers.budget.text.piece,>…<
app/applications/erp/pages/chantiers/budget/budget-chantier-listing/budget-chantier-listing.page.ts,19,36,inline_template_text,Chantiers · Budget vs réalisé,chantiers.budget.text.chantiers-budget-vs-realise,>…<
app/applications/erp/pages/chantiers/budget/budget-chantier-listing/budget-chantier-listing.page.ts,25,18,inline_template_text,Budget révisé,chantiers.budget.text.budget-revise,>…<
app/applications/erp/pages/chantiers/budget/budget-chantier-listing/budget-chantier-listing.page.ts,42,134,inline_template_text,Terminé,chantiers.budget.text.termine,>…<
app/applications/erp/pages/chantiers/budget/budget-chantier-listing/budget-chantier-listing.page.ts,54,35,inline_template_text,Marge négative,chantiers.budget.text.marge-negative,>…<
app/applications/erp/pages/chantiers/budget/budget-chantier-listing/budget-chantier-listing.page.ts,67,18,inline_template_text,Désignation,chantiers.budget.text.designation,>…<
app/applications/erp/pages/chantiers/budget/budget-chantier-listing/budget-chantier-listing.page.ts,69,18,inline_template_text,Révisé,chantiers.budget.text.revise,>…<
app/applications/erp/pages/chantiers/budget/budget-chantier-listing/budget-chantier-listing.page.ts,70,18,inline_template_text,Engagé,chantiers.budget.text.engage,>…<
app/applications/erp/pages/chantiers/budget/budget-chantier-listing/budget-chantier-listing.page.ts,74,18,inline_template_text,Marge projetée,chantiers.budget.text.marge-projetee,>…<
app/applications/erp/pages/chantiers/situations/components/decompte-print/decompte-print.component.html,116,41,template_text,Pour l'entrepreneur,chantiers.situations.text.pour-entrepreneur,>…<
app/applications/erp/pages/chantiers/situations/components/decompte-print/decompte-print.component.html,120,41,template_text,Pour le maître d'ouvrage,chantiers.situations.text.pour-le-maitre-ouvrage,>…<
app/applications/erp/pages/etudes/devis/devis-detail/devis-detail.page.html,32,24,template_text,Émis le  · Valable jusqu'au,etudes.devis.text.emis-le-valable-jusqu,>…<
app/applications/erp/pages/etudes/devis/devis-detail/devis-detail.page.html,39,23,template_text,Désignation,etudes.devis.text.designation,>…<
app/applications/erp/pages/etudes/devis/devis-detail/devis-detail.page.html,39,99,template_text,Total HT,etudes.devis.text.total-ht,>…<
app/applications/erp/pages/etudes/devis/devis-detail/devis-detail.page.html,52,13,template_text,Total HT,etudes.devis.text.total-ht,>…<
app/applications/erp/pages/etudes/devis/devis-detail/devis-detail.page.html,54,13,template_text,Total TTC,etudes.devis.text.total-ttc,>…<
app/applications/erp/pages/etudes/metres/services/metre-api.service.ts,78,13,error,Métré ${id} introuvable,etudes.metres.error.metre-id-introuvable,throw new Error(…)
app/applications/erp/pages/finance/rapprochement/rapprochement.page.ts,195,9,confirm,Effacer toutes les lignes du relevé ?,finance.rapprochement.confirm.effacer-toutes-les-lignes,confirm(…)
app/applications/erp/pages/finance/rapprochement/rapprochement.page.ts,265,9,confirm,Supprimer ce rapprochement ?,finance.rapprochement.confirm.supprimer-ce-rapprochement,confirm(…)
app/applications/erp/pages/finance/reglements/reglement-saisie/reglement-saisie.page.ts,158,9,confirm,Annuler ce règlement ? Les factures seront restaurées.,finance.reglements.confirm.annuler-ce-reglement-les,confirm(…)
app/applications/erp/pages/finance/reglements/reglement-saisie/reglement-saisie.page.ts,170,9,confirm,Supprimer définitivement ce règlement ?,finance.reglements.confirm.supprimer-definitivement-ce-reglement,confirm(…)
app/applications/erp/pages/finance/virements/virement-detail/virement-detail.page.ts,107,9,confirm,Annuler ce virement et supprimer les mouvements associés ?,finance.virements.confirm.annuler-ce-virement-et,confirm(…)
app/applications/erp/pages/finance/virements/virement-detail/virement-detail.page.ts,119,9,confirm,Supprimer définitivement ce virement ?,finance.virements.confirm.supprimer-definitivement-ce-virement,confirm(…)
app/applications/erp/pages/hse/non-conformites/services/nc-api.service.ts,49,16,error,Non-conformité ${id} introuvable,hse.non-conformites.error.non-conformite-id-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/catalogue/materiel/services/materiel-api.service.ts,70,7,error,Matériel ${String(id)} introuvable,inventory.catalogue.error.materiel-string-id-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/configuration/uom/services/uom.facade.ts,48,7,error,Unité de mesure introuvable : ${id},inventory.configuration.error.unite-de-mesure-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/configuration/uom/services/uom.facade.ts,60,7,error,Unité de mesure introuvable : ${id},inventory.configuration.error.unite-de-mesure-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/configuration/uom/services/uom.facade.ts,68,7,error,Échec de la suppression de l'unité de mesure : ${id},inventory.configuration.error.echec-de-la-suppression,throw new Error(…)
app/applications/erp/pages/inventory/magasin-chantier/magasin-chantier.page.ts,26,83,inline_template_text,Transfert vers chantier,inventory.magasin-chantier.text.transfert-vers-chantier,>…<
app/applications/erp/pages/inventory/magasin-chantier/magasin-chantier.page.ts,51,22,inline_template_text,Magasin chantier introuvable pour ce paramètre.,inventory.magasin-chantier.text.magasin-chantier-introuvable-pour,>…<
app/applications/erp/pages/inventory/materiel/affectations/affectations.page.ts,32,18,inline_template_text,Matériel,inventory.materiel.text.materiel,>…<
app/applications/erp/pages/inventory/materiel/affectations/affectations.page.ts,34,18,inline_template_text,Début,inventory.materiel.text.debut,>…<
app/applications/erp/pages/inventory/materiel/affectations/affectations.page.ts,56,46,inline_template_text,Aucune affectation disponible.,inventory.materiel.text.aucune-affectation-disponible,>…<
app/applications/erp/pages/inventory/mobile/inventory-mobile-scanner.page.ts,25,24,inline_template_text,Caméra refusée : autorisez l’accès dans les paramètres du navigateur.,inventory.mobile.text.camera-refusee-autorisez-acces,>…<
app/applications/erp/pages/inventory/mobile/inventory-mobile-scanner.page.ts,40,38,inline_template_attr,Code-barres ou URL nafura://,inventory.mobile.label.code-barres-ou-url-nafura,placeholder=…
app/applications/erp/pages/inventory/mobile/inventory-mobile-scanner.page.ts,41,88,inline_template_text,Valider,inventory.mobile.text.valider,>…<
app/applications/erp/pages/inventory/mouvements/inventaires/services/inventaire.facade.ts,135,7,error,Un inventaire validé ne peut pas être modifié.,inventory.mouvements.error.un-inventaire-valide-ne,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/inventaires/services/inventaire.facade.ts,144,7,error,Échec de la mise à jour,inventory.mouvements.error.echec-de-la-mise,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/inventaires/services/inventaire.facade.ts,152,7,error,Un inventaire validé ne peut pas être supprimé.,inventory.mouvements.error.un-inventaire-valide-ne,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/pertes-chutes/services/perte.facade.ts,143,7,error,Déclaration de perte introuvable,inventory.mouvements.error.declaration-de-perte-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/pertes-chutes/services/perte.facade.ts,174,7,error,Déclaration de perte introuvable,inventory.mouvements.error.declaration-de-perte-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/pertes-chutes/services/perte.facade.ts,177,7,error,Une déclaration validée ne peut pas être modifiée.,inventory.mouvements.error.une-declaration-validee-ne,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/pertes-chutes/services/perte.facade.ts,187,7,error,Échec de la mise à jour,inventory.mouvements.error.echec-de-la-mise,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/pertes-chutes/services/perte.facade.ts,195,7,error,Une déclaration validée ne peut pas être supprimée.,inventory.mouvements.error.une-declaration-validee-ne,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,143,7,error,Réception introuvable,inventory.mouvements.error.reception-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,176,7,error,Réception introuvable,inventory.mouvements.error.reception-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,179,7,error,Une réception validée ne peut pas être modifiée.,inventory.mouvements.error.une-reception-validee-ne,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,194,7,error,Échec de la mise à jour,inventory.mouvements.error.echec-de-la-mise,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,202,7,error,Supprimez via annulation pour une réception validée.,inventory.mouvements.error.supprimez-via-annulation-pour,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,209,14,error,Réception introuvable,inventory.mouvements.error.reception-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,210,36,error,"Seule une réception ""À valider"" peut être validée",inventory.mouvements.error.seule-une-reception-valider,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,218,14,error,Réception introuvable,inventory.mouvements.error.reception-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,219,36,error,"Seule une réception ""À valider"" peut être rejetée",inventory.mouvements.error.seule-une-reception-valider,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,227,14,error,Réception introuvable,inventory.mouvements.error.reception-introuvable,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,228,33,error,Seule une réception validée peut être remise en brouillon,inventory.mouvements.error.seule-une-reception-validee,throw new Error(…)
app/applications/erp/pages/inventory/mouvements/receptions/services/reception.facade.ts,230,19,error,Impossible de remettre en brouillon,inventory.mouvements.error.impossible-de-remettre-en,throw new Error(…)
